439		עֵת	<;T	<T/	time
440		זַיִת	ZAJIT	ZJT/	olive
441		טָרָף	V@R@P	VRP=/	fresh plucked
442		יחל	JXL	JXL[	wait, to hope
443		רִאשֹׁון	RI>COWN	R>CWN/	first
444		חרב	XRB	XRB[	be dry
445		סור	SWR	SWR[	turn aside
446		מִכְסֶה	MIK:SEH	MKSH/	covering
447		דבר	DBR	DBR[	speak
448		מִשְׁפָּחָה	MIC:P.@X@H	MCPXH/	clan
449		מִזְבֵּחַ	MIZ:B.;XA	MZBX/	altar
450		עֹלָה	<OL@H	<LH/	burnt-offering
451		רוח	RWX	RWX[	be spacious
452		רֵיחַ	R;JXA	RJX/	scent
453		נִיחֹחַ	NIJXOXA	NJXX/	smell of appeasement
454		נְעוּרִים	N:<W.RIJM	N<WRJM/	youth
455		קָצִיר	Q@YIJR	QYJR/	harvest
456		קֹר	QOR	QR/	cold
457		חֹם	XOM	XM/	heat
458		קַיִץ	QAJIY	QJY/	summer
459		חֹרֶף	XOREP	XRP/	autumn
460		מֹורָא	MOWR@>	MWR>/	fear
461		חַת	XAT	XT/	terror
462		דָּג	D.@G	DG/	fish
463		דרשׁ	DRC	DRC[	inquire
464		שׁפך	CPK	CPK[	pour
465		אַתֶּם	>AT.EM	>TM	you
466		כרת	KRT	KRT[	cut
467		קֶשֶׁת	QECET	QCT/	bow
468		עָנָן	<@N@N	<NN/	cloud
469		ענן	<NN	<NN[	appear
470		כְּנַעַן	K.:NA<AN	KN<N/	Canaan
471		נפץ	NPY	NPY[	shatter
472		כֶּרֶם	K.EREM	KRM/	vineyard
473		שׁתה	CTH	CTH[	drink
474		יַיִן	JAJIN	JJN/	wine
475		שׁכר	CKR	CKR[	be drunk
476		גלה	GLH	GLH[	uncover
477		עֶרְוָה	<ER:W@H	<RWH/	nakedness
478		שִׂמְלָה	FIM:L@H	FMLH/	mantle
479		שְׁכֶם	C:KEM	CKM/	shoulder
480		אֲחֹרַנִּית	>:AXORAN.IJT	>XRNJT	backwards
481		יקץ	JQY	JQY[	awake
482		קָטָן	Q@V@N	QVN=/	small
483		עֶבֶד	<EBED	<BD/	servant
484		פתה	PTH	PTH=[	be spacious
485		גֹּמֶר	G.OMER	GMR/	Gomer
486		מָגֹוג	M@GOWG	MGWG/	Magog
487		מָדַי	M@DAJ	MDJ/	Media
488		יָוָן	J@W@N	JWN=/	[jawan, Greece]
489		תֻּבַל	T.UBAL	TBL==/	Tubal
490		מֶשֶׁךְ	MECEK:	MCK=/	Meshech
491		תִּירָס	T.IJR@S	TJRS/	Tiras
492		אַשְׁכֲּנַז	>AC:K.:ANAZ	>CKNZ/	Ashkenaz
493		רִיפַת	RIJPAT	RJPT/	Riphath
494		תֹּוגַרְמָה	T.OWGAR:M@H	TWGRMH/	Togarmah
495		אֱלִישָׁה	>:ELIJC@H	>LJCH/	Elishah
496		תַּרְשִׁישׁ	T.AR:CIJC	TRCJC=/	Tarshish
497		כִּתִּיִּים	K.IT.IJ.IJM	KTJJM/	Kittim
498		דֹּדָנִים	D.OD@NIJM	DDNJM/	Rodanim
499		אִי	>IJ	>J/	coast, island
500		גֹּוי	G.OWJ	GWJ/	people
501		לָשֹׁון	L@COWN	LCWN/	tongue
502		מִצְרַיִם	MIY:RAJIM	MYRJM/	Egypt
503		פּוּט	P.W.V	PWV/	Put
504		כּוּשׁ	K.W.C	KWC=/	Cush
505		סְבָא	S:B@>	SB>==/	Seba
506		סַבְתָּא	SAB:T.@>	SBT>/	Sabta
507		רַעְמָה	RA<:M@H	R<MH=/	Raamah
508		סַבְתְּכָא	SAB:T.:K@>	SBTK>/	Sabteca
509		שְׁבָא	C:B@>	CB>/	Sheba
510		דְּדָן	D.:D@N	DDN/	Dedan
511		נִמְרֹד	NIM:ROD	NMRD/	Nimrod
512		צַיִד	YAJID	YJD/	hunting
513		מַמְלֶכֶת	MAM:LEKET	MMLKT/	kingdom
514		בָּבֶל	B.@BEL	BBL/	Babel
515		אֶרֶךְ	>EREK:	>RK===/	Erech
516		אַכַּד	>AK.AD	>KD/	Akkad
517		כַּלְנֵה	K.AL:N;H	KLNH/	Calneh
518		שִׁנְעָר	CIN:<@R	CN<R/	Shinar
519		נִינְוֵה	NIJN:W;H	NJNWH/	Nineveh
520		רְחֹבֹת עִיר	R:XOBOT_<IJR	RXBT_<JR/	Rehoboth Ir
521		כֶּלַח	K.ELAX	KLX=/	Calah
522		רֶסֶן	RESEN	RSN=/	Resen
523		לוּדִים	LW.DIJM	LWDJM/	Ludites
524		עֲנָמִים	<:AN@MIJM	<NMJM/	Anamites
525		לְהָבִים	L:H@BIJM	LHBJM/	Lehabites
526		נַפְתֻּחִים	NAP:T.UXIJM	NPTXJM/	Naphtuhites
527		פַּתְרֻסִים	P.AT:RUSIJM	PTRSJM/	Pathrusites
528		כַּסְלֻחִים	K.AS:LUXIJM	KSLXJM/	Casluhites
529		פְּלִשְׁתִּי	P.:LIC:T.IJ	PLCTJ/	Philistine
530		כַּפְתֹּרִי	K.AP:T.ORIJ	KPTRJ/	Caphtorite
531		צִידֹון	YIJDOWN	YJDWN/	Sidon
532		חֵת	X;T	XT==/	Heth
533		יְבוּסִי	J:BW.SIJ	JBWSJ/	Jebusite
534		אֱמֹרִי	>:EMORIJ	>MRJ/	Amorite
535		גִּרְגָּשִׁי	G.IR:G.@CIJ	GRGCJ/	Girgashite
536		חִוִּי	XIW.IJ	XWJ/	Hivite
537		עַרְקִי	<AR:QIJ	<RQJ/	Arkite
538		סִינִי	SIJNIJ	SJNJ/	Sinite
539		אַרְוָדִי	>AR:W@DIJ	>RWDJ/	Arvadite
540		צְמָרִי	Y:M@RIJ	YMRJ/	Zemarite
541		חֲמָתִי	X:AM@TIJ	XMTJ/	Hamathite
542		פוץ	PWY	PWY[	disperse
543		כְּנַעֲנִי	K.:NA<:ANIJ	KN<NJ/	Canaanite
544		גְּבוּל	G.:BW.L	GBWL/	boundary
545		גְּרָר	G.:R@R	GRR/	Gerar
546		עַזָּה	<AZ.@H	<ZH/	Gaza
547		סְדֹם	S:DOM	SDM/	Sodom
548		עֲמֹרָה	<:AMOR@H	<MRH/	Gomorrah
549		אַדְמָה	>AD:M@H	>DMH=/	Admah
550		צְבֹאיִם	Y:BO>JIM	YB>JM/	Zeboiim
551		לֶשַׁע	LECA<	LC</	Lasha
552		עֵבֶר	<;BER	<BR=/	Eber
553		עֵילָם	<;JL@M	<JLM/	Elam
554		אַרְפַּכְשָׁד	>AR:P.AK:C@D	>RPKCD/	Arpachshad
555		לוּד	LW.D	LWD/	Lud
556		אֲרָם	>:AR@M	>RM/	Aram
557		עוּץ	<W.Y	<WY/	Uz
558		חוּל	XW.L	XWL==/	Hul
559		גֶּתֶר	G.ETER	GTR/	Gether
560		מַשׁ	MAC	MC/	Meshech
561		שֶׁלַח	CELAX	CLX==/	Shelah
562		פֶּלֶג	P.ELEG	PLG=/	Peleg
563		פלג	PLG	PLG[	divide
564		יָקְטָן	J@Q:V@N	JQVN/	Joktan
565		אַלְמֹודָד	>AL:MOWD@D	>LMWDD/	Almodad
566		שֶׁלֶף	CELEP	CLP/	Sheleph
567		חֲצַרְמָוֶת	X:AYAR:M@WET	XYRMWT/	Hazarmaveth
568		יֶרַח	JERAX	JRX==/	Jerah
569		הֲדֹורָם	H:ADOWR@M	HDWRM/	Hadoram
570		אוּזָל	>W.Z@L	>WZL/	Uzal
571		דִּקְלָה	D.IQ:L@H	DQLH/	Diklah
572		עֹובָל	<OWB@L	<WBL/	Obal
